CIRCUITS REPORT
=============================================================================================================================================== 
  CIRC    FROM    TO      Pik (MW)  Qik (MVAr)   Sik (MVA)   Pki (MW)  Qki (MVAr)    Ski (MVA)  Cap (MVA)    Loading    Ploss (MW)  Qloss (MVAr)
 6653   5147   4721      -29.85        0.00      -29.85       29.85       0.00        29.85   325.0000       0.0918        0.000        0.000
 6654   5145   4721      -30.01        0.00      -30.01       30.01       0.00        30.01   315.0000       0.0953        0.000        0.000
 6655   5460   4721      -17.66        0.00      -17.66       17.66       0.00        17.66   212.0000       0.0833        0.000        0.000
 6656   5353   4727       -5.23        0.00       -5.23        5.23       0.00         5.23   1011.0000       0.0052        0.000        0.000
 6657   5821   4729        3.37        0.00        3.37       -3.37       0.00        -3.37   3126.0000       0.0011        0.000        0.000
 6658   5835   4730       60.92        0.00       60.92      -60.92       0.00       -60.92   2122.0000       0.0287        0.000        0.000
 6659   4804   4732      200.57        0.00      200.57     -200.57       0.00      -200.57   336.0000       0.5969        0.000        0.000
 6660   4621   4734        0.00        0.00        0.00        0.00       0.00         0.00   245373.0000       0.0000        0.000        0.000
 6661   5832   4741       -8.27        0.00       -8.27        8.27       0.00         8.27   3957.0000       0.0021        0.000        0.000
 6662   5522   4744       79.45        0.00       79.45      -79.45       0.00       -79.45   454.0000       0.1750        0.000        0.000
 6663   5150   4747        4.79        0.00        4.79       -4.79       0.00        -4.79   171.0000       0.0280        0.000        0.000
 6664   5687   4747       10.59        0.00       10.59      -10.59       0.00       -10.59   275.0000       0.0385        0.000        0.000
 6665   5775   4750        0.00        0.00        0.00        0.00       0.00         0.00   7065.0000       0.0000        0.000        0.000
 6666   4931   4761       33.11        0.00       33.11      -33.11       0.00       -33.11    72.0000       0.4598        0.000        0.000
 6667   5468   4761       10.39        0.00       10.39      -10.39       0.00       -10.39   155.0000       0.0670        0.000        0.000
 6668   4979   4764        0.00        0.00        0.00        0.00       0.00         0.00   584.0000       0.0000        0.000        0.000
 6669   4978   4763        0.00        0.00        0.00       -0.00       0.00        -0.00   545.0000       0.0000        0.000        0.000
 6670   5213   4766       30.75        0.00       30.75      -30.75       0.00       -30.75   131.0000       0.2347        0.000        0.000
 6671   5628   4776        0.00        0.00        0.00        0.00       0.00         0.00   875.0000       0.0000        0.000        0.000
 6672   5550   4779       -0.00        0.00       -0.00        0.00       0.00         0.00   1106.0000       0.0000        0.000        0.000
 6673   4809   4781       15.90        0.00       15.90      -15.90       0.00       -15.90   985.0000       0.0161        0.000        0.000
 6674   5664   4782      -97.65        0.00      -97.65       97.65       0.00        97.65   471.0000       0.2073        0.000        0.000
 6675   5376   4783      -11.18        0.00      -11.18       11.18       0.00        11.18   212.0000       0.0527        0.000        0.000
 6676   5670   4783      -11.75        0.00      -11.75       11.75       0.00        11.75   143.0000       0.0821        0.000        0.000
 6677   5828   4784       42.95        0.00       42.95      -42.95       0.00       -42.95   540.0000       0.0795        0.000        0.000
 6678   5176   4785       13.59        0.00       13.59      -13.59       0.00       -13.59   12010.0000       0.0011        0.000        0.000
 6679   5826   4786        3.40        0.00        3.40       -3.40       0.00        -3.40   82782.0000       0.0000        0.000        0.000
 6680   5680   4788       17.05        0.00       17.05      -17.05       0.00       -17.05   175.0000       0.0974        0.000        0.000
 6681   5325   4790        0.00        0.00        0.00        0.00       0.00         0.00   132.0000       0.0000        0.000        0.000
 6682   4813   4792      -32.90        0.00      -32.90       32.90       0.00        32.90   177.0000       0.1859        0.000        0.000
 6683   5285   4792      -15.96        0.00      -15.96       15.96       0.00        15.96   8426.0000       0.0019        0.000        0.000
 6684   5239   4794       -3.79        0.00       -3.79        3.79       0.00         3.79   209.0000       0.0182        0.000        0.000
 6685   5827   4798       17.00        0.00       17.00      -17.00       0.00       -17.00   2647.0000       0.0064        0.000        0.000
 6686   5661   4800       24.89        0.00       24.89      -24.89       0.00       -24.89   296.0000       0.0841        0.000        0.000
 6687   4926   4802       25.10        0.00       25.10      -25.10       0.00       -25.10   802.0000       0.0313        0.000        0.000
 6688   4926   4802       25.10        0.00       25.10      -25.10       0.00       -25.10   802.0000       0.0313        0.000        0.000
 6689   4996   4803      -28.43        0.00      -28.43       28.43       0.00        28.43    59.0000       0.4819        0.000        0.000
 6690   5829   4805       16.43        0.00       16.43      -16.43       0.00       -16.43   580.0000       0.0283        0.000        0.000
 6691   5636   4806       29.95        0.00       29.95      -29.95       0.00       -29.95   881.0000       0.0340        0.000        0.000
 6692   5536   4808       37.38        0.00       37.38      -37.38       0.00       -37.38   720.0000       0.0519        0.000        0.000
 6693   5201   4810       14.72        0.00       14.72      -14.72       0.00       -14.72   5807.0000       0.0025        0.000        0.000
 6694   5780   4810       -3.22        0.00       -3.22        3.22       0.00         3.22   523.0000       0.0061        0.000        0.000
 6695   5300   4814       -1.04        0.00       -1.04        1.04       0.00         1.04   159.0000       0.0065        0.000        0.000
 6696   5309   4815       28.52        0.00       28.52      -28.52       0.00       -28.52   244.0000       0.1169        0.000        0.000
 6697   5080   4832      -16.23        0.00      -16.23       16.23       0.00        16.23   385.0000       0.0421        0.000        0.000
 6698   5316   4832      -28.06        0.00      -28.06       28.06       0.00        28.06   695.0000       0.0404        0.000        0.000
 6699   5414   4832      -32.18        0.00      -32.18       32.18       0.00        32.18   351.0000       0.0917        0.000        0.000
 6700   5500   4832        0.00        0.00        0.00       -0.00       0.00        -0.00   1155.0000       0.0000        0.000        0.000
 6701   5082   4834     -177.43        0.00     -177.43      177.43       0.00       177.43   330.0000       0.5377        0.000        0.000
 6702   5003   4840       13.05        0.00       13.05      -13.05       0.00       -13.05   2535.0000       0.0051        0.000        0.000
 6703   5003   4840       18.70        0.00       18.70      -18.70       0.00       -18.70   3804.0000       0.0049        0.000        0.000
 6704   5730   4842      -13.67        0.00      -13.67       13.67       0.00        13.67   359.0000       0.0381        0.000        0.000
 6705   4905   4844       18.23        0.00       18.23      -18.23       0.00       -18.23    77.0000       0.2368        0.000        0.000
 6706   5811   4848       -0.00        0.00       -0.00        0.00       0.00         0.00   1089.0000       0.0000        0.000        0.000
 6707   5152   4849      -92.14        0.00      -92.14       92.14       0.00        92.14   424.0000       0.2173        0.000        0.000
 6708   4970   4850       23.44        0.00       23.44      -23.44       0.00       -23.44   213.0000       0.1100        0.000        0.000
 6709   5798   4850      -23.95        0.00      -23.95       23.95       0.00        23.95   500.0000       0.0479        0.000        0.000
 6710   4970   4850       23.55        0.00       23.55      -23.55       0.00       -23.55   214.0000       0.1100        0.000        0.000
 6711   5158   4851      -18.07        0.00      -18.07       18.07       0.00        18.07   612.0000       0.0295        0.000        0.000
 6712   4894   4855       -9.90        0.00       -9.90        9.90       0.00         9.90   101.0000       0.0980        0.000        0.000
